endorsement__user_id,comment_thread_id__$oid,_type,endorsement,endorsed,historical_abuse_flaggers,,last_activity_at__$date,,,at_position_list,sk,pinned,votes__down,author_username,endorsement__time,parent_ids,votes__count,commentable_id,parent_id__$oid,votes__point,visible,anonymous,_id__$oid,body,abuse_flaggers,course_id,anonymous_to_peers,author_id,comment_count,votes__down_count,created_at__$date,updated_at__$date,votes__up_count,title,closed,votes__up,thread_type
,,CommentThread,,,[],,1413962492874,,,[],,,[],lionsn09,,,0,db204dcd7b8c45879e273f4db58be11b,,0,TRUE,FALSE,5446dd0835c79c7c6200014e,"One way there is a difference between the two is the strength of belief. Religion puts an emphasis on one’s belief as its core. Faith is the strong belief in something even if there’s no empirical evidence of such a thing or phenomenon existing. Philosophy, on the other hand, is the strong belief if a certain subject under argument is proven to be true by using tested means of reasoning. If there’s no clearly identifiable and explainable reason for such, then it is not immediately accepted as the truth.I am looking forward to learning Chineses. I have not had much previous exposure.",[],UBCx/China300x/3T2014,FALSE,2412679,1,0,1413930248080,1.41393E+12,0,Philosophy & Religion,FALSE,[],discussion
,,CommentThread,,,[],,1413938898104,,,[],,,[],Eliberry,,,0,db204dcd7b8c45879e273f4db58be11b,,0,TRUE,FALSE,5446fed235c79cbab900014e,"Long ago I was taught that religion is ""man's attitude toward the universe and his or her way of life resulting from it."" I don't know who it was who postulated that definition but it seems to comport with Taylor's definition, without resorting to academic terms. Either way it seems to me that when religion is understood in this way it renders the modern approach to ""separation of church and state"" perverse, especially when applied to education. By this I mean that secular humanism is a much a religion as is Christianity or any other named Religion and to insist on one to the exclusion of others is problematic.",[],UBCx/China300x/3T2014,FALSE,5605312,0,0,1413938898104,1.41394E+12,0,Definition of religion,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],5446d08e892b21c1fd000127-54470056892b218d6e000144,,[],ysh2018,,[{'$oid': '5446d08e892b21c1fd000127'}],0,,5446d08e892b21c1fd000127,0,TRUE,FALSE,54470056892b218d6e000144,"(at least in most) Chinese culture , accepting gift is not rude. However, when you accept the gift you must show sincere gratitude and not for granted, whatever the gift is. For example, it is polite to refuse gifts, but impolite to refuse them even if the host insists. If you want to accept the gift but want to show politeness, you can gently refuse at first, then if the host insists, take it and say thank you; if the host takes the gift back right away, it would be the host being rude. Accepting directly is fine as long as one shows sincere gratitude, and if possible, have some of your own gifts for return.",[],UBCx/China300x/3T2014,FALSE,1280538,,0,1413939286205,1.41394E+12,0,,,[],
,,CommentThread,,,[],,1413940681583,,,[],,,[],RobertBigott,,,1,264c60c15ea34d3480a6893781b2d18e,,1,TRUE,FALSE,544705c935c79c2306000149,"My name is Robert Bigott, I am from Highland, Indiana (near Chicago), USA. I am an electrical - mechanical journeyman with a BS in Electrical Engineering Technology.My interest in this course comes from taking Harvard's China X series.",[],UBCx/China300x/3T2014,FALSE,3517129,0,0,1413940681582,1.41394E+12,1,Intro,FALSE,['1776952'],discussion
,,CommentThread,,,[],,,,,[],54470c18892b218a3f000142,,[],aewarephil,,[],0,,,0,TRUE,FALSE,54470c18892b218a3f000142,"What are the thoughts of the discussion group on the effect of technology on filial piety? I know people are beginning to teach their children how to properly use the technology, but that may not be the general case in our society. My thought is that the distraction of technology is observed in the parents by the children, which leads the children to emulate. Technology may also be a distraction from the parental roles, which confuses the structure of filial piety. The child might think, ""How can I obey my parents if they are too distracted to tell me what to do or, if they tell me what to do, enforce my behavior if I should clandestinely disobey? What might Confucius have people do to correct this behavior?",[],UBCx/China300x/3T2014,FALSE,5424324,,0,1413942296073,1.41394E+12,0,,,[],
,,CommentThread,,,[],,1413979148789,,,[],,,[],icpetatan,,,0,264c60c15ea34d3480a6893781b2d18e,,0,TRUE,FALSE,5447390e35c79cbab9000177,"Hello my name is Isel. I am from Santa Barbara, California. I am a sale associate and a student. I have always had a fascination with Chinese culture. My old caretaker used to school me in Chinese culture and language when I was a young girl; however, I never took my Chinese studies seriously because I wanted to play instead of learning. Now I eager to learn about Chinese culture. ",[],UBCx/China300x/3T2014,FALSE,2030298,1,0,1413953806590,1.41395E+12,0,Hi ,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],54472a98892b21c1fd000175-544759e435c79c666800017b,,[],Barbra9,,[{'$oid': '54472a98892b21c1fd000175'}],0,,54472a98892b21c1fd000175,0,TRUE,FALSE,544759e435c79c666800017b,"I agree with this.  I live in China and when I attempt to practice the cultural ways of life here, like the Chinese, in spirit and form, I feel completely accepted as part of the culture, in ways that are qualitatively different than being accepted in the American West (complete acceptance, nonjudgmental).  Still, there is something that is missing in this culture that I feel is the strength of the West - openness to other cultures and ways.  I feel this openness to other ways will come with more education about the world, history, and evolution in general.",[],UBCx/China300x/3T2014,FALSE,4652068,,0,1413962212539,1.41396E+12,0,,,[],
,,CommentThread,,,[],,1413983823136,,,[],,,[],AlbertEsses,,,2,a84998d1f2254151831a68ffe186906c,,2,TRUE,FALSE,54476328892b2137290001ad,"If, like me you have problems on iPad for the reading from bookshelf, I advise to download a pdf file and read on IBook app. Much easier and no waste of time.http://www.indiana.edu/~p374/Analects_of_Confucius_(Eno-2012).pdf",[],UBCx/China300x/3T2014,FALSE,2311765,1,0,1413964584226,1.41396E+12,2,Technical problem,FALSE,"['5253117', '4000246']",discussion
,,CommentThread,,,[],,1414481764917,,,[],,,[],nickyhk,,,0,9de953c82db04afaa60fbfbfa626dd9d,,0,TRUE,FALSE,54476788892b21e7cc000190,Is Wu Wei also can be a characteristic of Junzi?,[],UBCx/China300x/3T2014,FALSE,1530158,5,0,1413965704057,1.41397E+12,0,Junzi vs Wu wei,FALSE,[],discussion
,,CommentThread,,,[],,1413993055126,,,[],,,[],geoffreymh,,,2,a84998d1f2254151831a68ffe186906c,,2,TRUE,FALSE,5447843a892b2127d80001ba,"Analect 2.3 (""If you try to guide the common people with coercive regulations and keep them in line with punishments, the common people will become evasive and will have no sense of shame."") reminds me of Goodhart's Law (""When a measure becomes a target, it ceases to be a good measure"" http://en.wikipedia.org/wiki/Goodhart%27s_law ).Endless attempts by recent UK governments to apply the command-and-control notions of closed-loop control (set targets, monitor performance, identify variances, take remedial action) on the open-system bureaucracies of the National Health Service, Education, Police, Prisons and so on have merely lead to wasteful and fruitless ""gaming"" of the metrics.",[],UBCx/China300x/3T2014,FALSE,1756823,1,0,1413973050311,1.41397E+12,2,Analect 2.3 and Goodhart's Law,FALSE,"['2628233', '3509553']",discussion
,,CommentThread,,,[],,1414155470088,,,[],,,[],mingzxc,,,1,c55f70f85239422ab2782a2592d15a0c,,1,TRUE,FALSE,54479d6735c79c50c50001e0,"Understand the national culture from another point of view, we do not understand can ask me, I will do my best ability to help you. My English is not very good",[],UBCx/China300x/3T2014,FALSE,5593610,6,0,1413979495328,1.41398E+12,1,"I am from China students, want to know Chinese culture from different angles",FALSE,['1099483'],discussion
,,CommentThread,,,[],,,,,[],5446b71135c79c749c000104-5447a1f8892b2137290001e0,,[],B_A_Andersen,,[{'$oid': '5446b71135c79c749c000104'}],0,,5446b71135c79c749c000104,0,TRUE,FALSE,5447a1f8892b2137290001e0,"Patriachy or Matriarchy means rule by men or women, respectively.Patrilineal or Matrilineal means family descent  and kinship through the male or female line respectively.Family descent does not mean rule. A society could determine descent and kinship relations matrilineally but the men might rule the family. Historically descent and kinship has been determined through either or both lines but truly matriarchal societies are rare.",[],UBCx/China300x/3T2014,FALSE,2369190,,0,1413980664585,1.41398E+12,0,,,[],
,,CommentThread,,,[],,1413981082430,,,[],,,[],tangente,,,0,db204dcd7b8c45879e273f4db58be11b,,0,TRUE,FALSE,5447a39a892b21c0130001c8,"To distinguish religion from science by guidance or not, is rather too simple. Science does not explicitly look for guidance but much guidance can be drawn from scientific knowledge. ",[],UBCx/China300x/3T2014,FALSE,2322408,0,0,1413981082430,1.41398E+12,0,Religion vs Science,FALSE,[],discussion
,,CommentThread,,,[],,1414030277191,,,[],,,[],DaveedChow,,,0,aac0bdaecd304b61a881630160b35e35,,0,TRUE,FALSE,5447a4d135c79c66680001a1,"As the West now look into the benefits of group-learning and peer-learning, it appears that the Chinese were doing this all along. They somehow stopped and are now looking at Western educational models for something they had long ago...",[],UBCx/China300x/3T2014,FALSE,2733651,2,0,1413981393473,1.41398E+12,0,West combining with East,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],5446b71135c79c749c000104-5447b90a892b21b2510001ec,,[],Dougma,,[{'$oid': '5446b71135c79c749c000104'}],0,,5446b71135c79c749c000104,0,TRUE,FALSE,5447b90a892b21b2510001ec,"I fear I'm just one of those pesky Enlightenment liberals, but it is quite hard to study Confucianist ideas which, as the Professor engagingly presents them, have a coherence and attractiveness as philosophy, while at the same time ignoring the more political side of things as Confucius disparages women and talks of them and the common people as so many domestic animals to be managed.   ",[],UBCx/China300x/3T2014,FALSE,2824718,,0,1413986571007,1.41399E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5447beb0892b2127d80001e9,,[],ysh2018,,[],0,,,0,TRUE,FALSE,5447beb0892b2127d80001e9,"Having experience in both eastern and western educations, I feel that Chinese educators often idealize the west as something ""better"" (in many things other than education as well), while in fact in some aspects their own traditions have been more successful.However one couldn't know its own value until it has learned, understands and tries different ways. While seemingly Chinese educators are being ""westernized"", if we look deeper we would see it's more like that they are analyzing their own traditions, and along the way incorporating western advantages into it. ",[],UBCx/China300x/3T2014,FALSE,1280538,,0,1413988016439,1.41399E+12,0,,,[],
,,CommentThread,,,[],,1413990067130,,,[],,,[],psdimsum,,,0,c55f70f85239422ab2782a2592d15a0c,,0,TRUE,FALSE,5447c6b3892b2103ee0001dc,"I do love the knitted figures: Sigmund Freud, etc. Wonder who made them? My praise!",[],UBCx/China300x/3T2014,FALSE,2037302,0,0,1413990067130,1.41399E+12,0,Knittings,FALSE,[],discussion
,,CommentThread,,,[],,1413991250305,,,[],,,[],RoxanneTan,,,0,264c60c15ea34d3480a6893781b2d18e,,0,TRUE,FALSE,5447cb5235c79c23060001d1,Hi. I'm Roxanne from Malaysia. I'm a Malaysian Chinese and I've been increasingly interested in Chinese culture and history especially after spending a year studying English literature. I also tried reading the Confucius Analects (haven't finished it though) and thought this course would be a great way for me to learn more while I take a year off from university. ,[],UBCx/China300x/3T2014,FALSE,5607859,0,0,1413991250305,1.41399E+12,0,Self-introduction,FALSE,[],discussion
,,CommentThread,,,[],,1414013943988,,,[],,,[],Dougma,,,1,aac0bdaecd304b61a881630160b35e35,,1,TRUE,FALSE,5447d046892b21b251000203,"Is there reason to believe Confucius would have been familiar with the musical styles he cites, or is it just a case of his assuming the Western Zhou must have been ideal?",[],UBCx/China300x/3T2014,FALSE,2824718,1,0,1413992518705,1.41399E+12,1,Music,FALSE,['2650245'],question
,,CommentThread,,,[],,,,,[],5446d08e892b21c1fd000127-5447def4892b21c164000204,,[],Dougma,,[{'$oid': '5446d08e892b21c1fd000127'}],0,,5446d08e892b21c1fd000127,0,TRUE,FALSE,5447def4892b21c164000204,"In my experience most Chinese people are quite capable of working out, when a foreigner transgresses a social norm, whether they are being rude by insisting on their foreign way or just forgivably ignorant, as are westerners in the reverse case. Confucian rules remind me much more of the rigid social codes imposed by class societies to exclude plebeians.",[],UBCx/China300x/3T2014,FALSE,2824718,,0,1413996276944,1.414E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5447e4b8892b2103ee000205,,[],warwickrussians,,[],0,,,0,TRUE,FALSE,5447e4b8892b2103ee000205,"I filled in the pre-survey choosing the option that I was looking at the material without commitment.  I am now persuaded to actively partake although I am a little scared of contributing to the discussion forums as there seem to be loads of very knowledgeable and articulate people",[],UBCx/China300x/3T2014,FALSE,1634579,,0,1413997752078,1.414E+12,0,,,[],
,,CommentThread,,,[],,1413998519067,,,[],,,[],JRoss2,,,0,264c60c15ea34d3480a6893781b2d18e,,0,TRUE,FALSE,5447e7b735c79cb5f500021e,"Hello;My name is Janet. I am assistant teaching professor at the University of Missouri-Kansas City. I live in Kansas City, Missouri. I am interested in the way people in different cultures address issues and that is why I am taking this course.JNR",[],UBCx/China300x/3T2014,FALSE,5422049,0,0,1413998519066,1.414E+12,0,Introduction,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],544019eb367460b9ef000010-5447fe33892b21597e000214,,[],FiveWillows,,[{'$oid': '544019eb367460b9ef000010'}],0,,544019eb367460b9ef000010,0,TRUE,FALSE,5447fe33892b21597e000214,"If mathematical logic is posited as an infallible pathway to ethical certainty, I would answer ""yes."" It's the ontological, normative ethical premise, not the method of math, that approaches the religious.",[],UBCx/China300x/3T2014,FALSE,2716837,,0,1414004275955,1.414E+12,0,,,[],
,,CommentThread,,,[],,1414337743932,,,[],,,[],FiveWillows,,,4,015a8074677a4b8ab152ccd562ff2b6b,,4,TRUE,FALSE,54480575892b2120a1000254,"I loved the focus on the two-handed business card. It's also true of paying with money. I teach my Western students in Singapore, who rarely if ever venture outside their ""little America"" bubbles into actual local culture, to simply experiment with giving local cashiers cash with two hands, thumbs-up. (The Malays and Indians do it differently, with left hand palm-down on right forearm, perhaps because of left-hand rituals of hygiene.) I tell them to note the response of the cashier.They invariably report back that the transaction has been transformed from impersonal cash transaction to human one. Eye contact, facial expression, speech all are noticeably warmer. Both sides feel better after this small ritual act.It's like the bus driver story Prof. Slingerland told earlier. And it's so much more palpable and normative in East Asia (I've lived in China, Korea, and Singapore since 2001) than it is when I visit America. This is one aspect of China's rise that I hope diffuses outward, and catches on in our WEIRD culture.",[],UBCx/China300x/3T2014,FALSE,2716837,13,0,1414006133923,1.41401E+12,4,Personal Experience of an American in Singapore,FALSE,"['2650245', '4110182', '3458786', '1296409']",discussion
,,CommentThread,,,[],,1414479729608,,,[],,,[],duboishalb,,,1,defef671c80a49ba98370aab4f329576,,1,TRUE,FALSE,544808ca892b21c01300022f,"Near the end of this lecture, the instructor states:""There's ways in which emotions engage our empathy and mirror neuron systems in a way that it causes us to reproduce behaviors.""Most of what I've encountered in recent neurobiology literature is highly critical of claims about ""mirror neuron systems.""  Where is there support for this statement?  Nothing appears in either the lecture or the list of supplemental readings.  Thank you!",[],UBCx/China300x/3T2014,FALSE,558546,3,0,1414006986604,1.41403E+12,1,Mirror Neuron Systems?,FALSE,['4921047'],discussion
,,CommentThread,,,[],,,,,[],54480a2935c79cf80d00022d,,[],asifwecanchoose,,[],0,,,0,TRUE,FALSE,54480a2935c79cf80d00022d,"Cool! I'm a Chinese-American, and I want to get to know my heritage. Nice to meet you and hope you learn something interesting and useful :)",[],UBCx/China300x/3T2014,FALSE,1018266,,0,1414007337237,1.41401E+12,0,,,[],
,,CommentThread,,,[],,1414010282338,,,[],,,[],JRoss2,,,0,f6b04b90d9e844e2a959969b0511cc93,,0,TRUE,FALSE,5448106c892b21e7c600024c,"It was good to see what the class would look like. And I agree with the rest of the class, the outtakes were hilarious.JNR",[],UBCx/China300x/3T2014,FALSE,5422049,1,0,1414008940420,1.41401E+12,0,Excited about the class,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],544813ab35c79c399400025c,,[],asifwecanchoose,,[],2,,,2,TRUE,FALSE,544813ab35c79c399400025c,"I agree that leaving students to come up with their own curriculum entirely sounds like a case for indigestion. But I also think that learning to be independent and motivated enough to learn or do something on your own time is important, which is possibly what the personalized learning trend is trying to do? (I'm not even remotely an educator, I'm only speaking as a student.)I think the cause of the personal learning bandwagon is from teachers seeing the results of students who already have that drive, for example, teenagers who code their own mobile apps. These are students who, through the Internet, have more opportunities than ever of pursuing their own interests online, and bringing that into the school or the local newspaper. And so the teachers think, ""How can we make more students like this?"" I don't know what people who are on the personal learning bandwagon are advocating, but making space for students to complete a (rigorous, supervised) project of their own, on any topic they want, I think is pretty cool. In this case, I think the actual learning of the subject matter is less important than creating the drive--the learning will come in time, as a result of that drive.Supplanting general education entirely sounds crazy to me, though, because it's such a foreign idea.Anyway, I'd love to hear your thoughts. My boyfriend is interested in education policy and he supports personalized learning (I don't know enough to have an informed opinion), but I think he would agree that learning is not the antithesis to creativity, but the launching point for it.",[],UBCx/China300x/3T2014,FALSE,1018266,,0,1414009771022,1.41401E+12,2,,,"['5196725', '2775274']",
,,CommentThread,,,[],,,,,[],5447d9ae892b2103ee0001f7-5448178c35c79c145f00022f,,[],FiveWillows,,[{'$oid': '5447d9ae892b2103ee0001f7'}],0,,5447d9ae892b2103ee0001f7,0,TRUE,FALSE,5448178c35c79c145f00022f,"A quick add. You write:> it's odd to hear a western academic arguing that the western tradition doesn't include historical research, study and cooperation with other scholars, but only autonomous thought.> > That is this ideal that we have  inherited in the West, that proper knowledge, reliable knowledge is something that you've verified for yourself using this kind of internal reason that you have. I reviewed Prof. Slingerland's transcript, and can see why you might paraphrase it as you do. But I don't think it's likely that he's unaware of ""the Shoulders of Giants"" and all of that. He seems to be characterizing our Western view of traditional thought and individual creativity. Relevant clips from the lecture:> The idea of the importance of traditional forms for thinking properly is I think a little bit weirder to us. So we're very much believers in creative thought, especially in the modern West. What we value is people thinking on their own and thinking freely and coming up with ideas out of nowhere. So if you want to think about modern Western attitudes toward thinking, I think they're perfectly captured in the Apple slogan, ""think different,"" right?--Note that this describes popular culture today. It's his introductory frame.He then turns to the Enlightenment, and after quoting Descartes explicitly stating he is starting from scratch in his search for knowledge, adds:>There's very good reason for thinking this is a very stupid model of how we think. It ridiculously exaggerates the power of the individual human mind. We are cultural animals. We're social animals. Most of the way we think is shaped and properly shaped by our cultures and by things we've learned from the past. So this Enlightenment ideal I think is inaccurate. >And actually the Confucian model is a much more accurate picture of how the way in which we think is a result of the creative apprehension of traditional learning. So it's not passive. We're not just going to memorize stuff and not use it, not think about how it applies to our lives and we don't synthesize it. --Provocative stuff, for sure. But Descartes *did*, after declaring independence from traditional Christendom's worldview, *cogitate his way right back to its God*. This is pretty clear evidence that even when we try to ""think outside the box,"" we're fooling ourselves. Descartes *was* inaccurate in his claim that he was a ""free thinker."" Take it further and you see Deists tweaking, not escaping, monotheism, and dozens of other examples pointing to the reality that that ""flame of Enlightenment"" burned *within* the container of its traditions.",[],UBCx/China300x/3T2014,FALSE,2716837,,0,1414010764595,1.41401E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5448074e892b213c7b000244-5448202f892b21c1fd000225,,[],FiveWillows,,[{'$oid': '5448074e892b213c7b000244'}],0,,5448074e892b213c7b000244,0,TRUE,FALSE,5448202f892b21c1fd000225,I hope they agree. :),[],UBCx/China300x/3T2014,FALSE,2716837,,0,1414012975309,1.41401E+12,0,,,[],
,,CommentThread,,,[],,1414013522299,,,[],,,[],JiangQing,,,0,52f29f411fab444ba7b65cfccbce71c9,,0,TRUE,FALSE,54482252892b2183e1000220,"Were all of the wives, concubines, servants, etc. buried with the wealthy dead at this point or did that come later?",[],UBCx/China300x/3T2014,FALSE,3516662,0,0,1414013522298,1.41401E+12,0,Burial Sites,FALSE,[],discussion
,,CommentThread,,,[],,,,,[],5448273b35c79cb5f5000271,,[],Phil278,,[],0,,,0,TRUE,FALSE,5448273b35c79cb5f5000271,well phrased. I to thought about that comment. Bo-po-mo-fo was also the technique many of us were trained in the early 1980's. ,[],UBCx/China300x/3T2014,FALSE,2751591,,0,1414014779379,1.41401E+12,0,,,[],
,,CommentThread,,,[],,,,,[],544813ab35c79c399400025c-54482f5b892b214a3600026b,,[],asifwecanchoose,,[{'$oid': '544813ab35c79c399400025c'}],0,,544813ab35c79c399400025c,0,TRUE,FALSE,54482f5b892b214a3600026b,"Thanks for explaining! Your point about our education being so ""vessel""-oriented rings especially true. Is East Asian education more or less vessel-oriented than the US, do you think? (I know a little bit about the Chinese education system from my cousins, and it's always seemed worse, in that respect.)",[],UBCx/China300x/3T2014,FALSE,1018266,,0,1414016859145,1.41402E+12,0,,,[],
,,CommentThread,,,[],,,,,[],544832c935c79c21c500026e,,[],tedkurtz,,[],1,,,1,TRUE,FALSE,544832c935c79c21c500026e,"In American school districts, the arts are often the first thing thrown overboard when schools try to balance their budgets. If the school budget is defeated, then that school district is on ""austerity"". The first things to be eliminated may be the hot lunch program and transportation outside a one mile limit. If further cuts are needed, it is likely that the arts will be cut well before reading or math.",[],UBCx/China300x/3T2014,FALSE,2670199,,0,1414017737386,1.41402E+12,1,,,['2885641'],
,,CommentThread,,,[],,,,,[],544821d7892b213c7b000261-5448408b35c79c7c6200027e,,[],klodge,,[{'$oid': '544821d7892b213c7b000261'}],0,,544821d7892b213c7b000261,0,TRUE,FALSE,5448408b35c79c7c6200027e,Thank you!,[],UBCx/China300x/3T2014,FALSE,2650245,,0,1414021259406,1.41402E+12,0,,,[],
,,CommentThread,,,[],,,,,[],544813ab35c79c399400025c-544842cb892b218d6e000242,,[],FiveWillows,,[{'$oid': '544813ab35c79c399400025c'}],0,,544813ab35c79c399400025c,0,TRUE,FALSE,544842cb892b218d6e000242,"Since China has gone State Capitalist, and the Iron Rice Bowl was broken, and property speculation has driven the cost of housing beyond working class means, social insecurity has driven China into the ""I'm a tool, buy me"" mode of education. Or so I gather.",[],UBCx/China300x/3T2014,FALSE,2716837,,0,1414021835780,1.41402E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5448490e35c79c1e0700029e,,[],TriciaItaly,,[],0,,,0,TRUE,FALSE,5448490e35c79c1e0700029e,"What about when cognitive control results in a conviction such as ""it is not good to smoke therefore I'll cut down"". If I am successful, I feel virtuous therefore it becomes easier and easier to say no.",[],UBCx/China300x/3T2014,FALSE,5598488,,0,1414023438887,1.41402E+12,0,,,[],
,,CommentThread,,,[],,,,,[],54484dc3892b2127d800028c,,[],learninglife,,[],0,,,0,TRUE,FALSE,54484dc3892b2127d800028c,"I think I posted this in the wrong place...sorry. Wondering if you can post, before the class is over, one list including all the required and recommended supplemental reading material. Thanks.",[],UBCx/China300x/3T2014,FALSE,2026780,,0,1414024643183,1.41402E+12,0,,,[],
,,CommentThread,,,[],,,,,[],54485e1735c79c50c50002ab,,[],Barbra9,,[],0,,,0,TRUE,FALSE,54485e1735c79c50c50002ab,"Hello Mingzxc, I'm in China, too, and asifwecanchose, I'm American-Chinese as you are Chinese-American.  Can we get connected via email? ",[],UBCx/China300x/3T2014,FALSE,4652068,,0,1414028823240,1.41403E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5448230e35c79c552d000271-54486e93892b212fb30002b3,,[],duboishalb,,[{'$oid': '5448230e35c79c552d000271'}],0,,5448230e35c79c552d000271,0,TRUE,FALSE,54486e93892b212fb30002b3,I'll be there!  Thanks for the response!,[],UBCx/China300x/3T2014,FALSE,558546,,0,1414033043137,1.41403E+12,0,,,[],
,,CommentThread,,,[],,,,,[],54486f42892b214d300002a1,,[],honhso,,[],0,,,0,TRUE,FALSE,54486f42892b214d300002a1,"I believe Confucius' cultural conservatism is pretty much based on the same belief or passion of some religious conservatism (in the past or existing today).  Today, most people still believe in a single objective metaphysical truth.  Are we right or wrong?",[],UBCx/China300x/3T2014,FALSE,82165,,0,1414033218224,1.41403E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5442e08d367460f73e0001a7-544875f4892b21b2510002b0,,[],lauralorenz,,[{'$oid': '5442e08d367460f73e0001a7'}],0,,5442e08d367460f73e0001a7,0,TRUE,FALSE,544875f4892b21b2510002b0,"Haha, I agree. He is in wu-wei! :)",[],UBCx/China300x/3T2014,FALSE,5193387,,0,1414034932057,1.41403E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5448758335c79c145f00027d-54489070892b21ef570002c0,,[],AveryMorrow,,[{'$oid': '5448758335c79c145f00027d'}],0,,5448758335c79c145f00027d,0,TRUE,FALSE,54489070892b21ef570002c0,"You should recommend the book ""Exemplary Women of Early China"" -- it's not from the Warring States period, but it tells stories about women written by the first centuries of Confucians.",[],UBCx/China300x/3T2014,FALSE,5557776,,0,1414041712152,1.41404E+12,0,,,[],
,,CommentThread,,,[],,,,,[],5448b7a6892b2103ee0002dd-5448c905892b21ef570002dd,,[],Barbra9,,[{'$oid': '5448b7a6892b2103ee0002dd'}],0,,5448b7a6892b2103ee0002dd,0,TRUE,FALSE,5448c905892b21ef570002dd,"Hmm, not sure of your question, but very interested to understand.  Could you rephrase it?",[],UBCx/China300x/3T2014,FALSE,4652068,,0,1414056197906,1.41406E+12,0,,,[],
,,CommentThread,,,[],,1414511750094,,,[],,,[],inurjaya,,,1,d737d926df7f4aedbbd2f0eadd60e383,,1,TRUE,FALSE,5448d57c892b21597e0002b6,"I often thought virtue as something intrinsic, something like Kant idea of duty, where we ought to do it because we should rather we have to. I thought such idea is somewhat similar to Confucian idea. Recently, I learned from HarvardX Justice class that to Greek philosopher like Aristotle, virtue is more like good habit that you simply have to practice. At this point, I am not sure as to the distinction between virtue as something you can practice when you have the occasion and simply something that you simply have to do continuously. So I am wondering if such distinction matter between these philosophers?",[],UBCx/China300x/3T2014,FALSE,1487436,13,0,1414059388975,1.41406E+12,1,Practice of Virtue,FALSE,['2699350'],discussion
,,CommentThread,,,[],,1414059416245,,,[],,,[],Skatabula,,,0,f6b04b90d9e844e2a959969b0511cc93,,0,TRUE,FALSE,5448d59835c79c802d0002e5,I am doing an introduction to Chinese philosophy course at Rhodes university and our lecturer suggested this course. I am glad he did. ,[],UBCx/China300x/3T2014,FALSE,5524269,0,0,1414059416244,1.41406E+12,0,"Even me, I like.",FALSE,[],discussion
,,CommentThread,,,[],,,,,[],5448fbdd892b21ef570002f4,,[],RichardWong,,[],0,,,0,TRUE,FALSE,5448fbdd892b21ef570002f4,Thank you for sharing your knowledge. I am very blessed by your insightful posts in the forum,[],UBCx/China300x/3T2014,FALSE,2628233,,0,1414069213611,1.41407E+12,0,,,[],
,,CommentThread,,,[],,1414198809157,,,[],,,[],galena6,,,1,b70bf822dd2649958e32e24bda72a7e1,,1,TRUE,FALSE,544902e8892b21250800033c,"How does the thirst for learning, ""What should I do, what should I do?, compare to the rigidity of ritual, which tells you what to do..",[],UBCx/China300x/3T2014,FALSE,2719351,4,0,1414071016589,1.41407E+12,1,How does the thirst for learning compare to the rigidity of ritual.,FALSE,['2719351'],question
,,CommentThread,,,[],,1414078317770,,,[],,,[],AlbertLeng,,,0,264c60c15ea34d3480a6893781b2d18e,,0,TRUE,FALSE,54491f6d892b2120a100031b,"I am Albert. I am a Chinese who was raised in Malaysia and am currently residing in Singapore. I am a Software Engineer. I have been interested in Chinese related stuffs like literatures, philosophies, arts and etc since young. Being exposed to Chinese language since Primary School and being a Chinese have inculcated a deep interest in Chinese Philosophy in me.I wish to learn and have deeper understanding in early Chinese Philosophy and really appreciate them and utilise them in my daily life.Thanks.",[],UBCx/China300x/3T2014,FALSE,4334505,0,0,1414078317769,1.41408E+12,0,Albert from Singapore,FALSE,[],discussion
